prompt_tokens,output_tokens,tokens_total,domain,latency_requirement_ms,quality_req_tier,quality_requirement,log_tokens_total,strict_latency,domain_penalty,label_model
5000,1420,6420,qa,400,5,0.85,8.767329147794047,1,0.03,Gemini 3
144,153,297,chat,1500,1,0.35,5.697093486505405,0,0.0,Claude 3.6S
1086,659,1745,chat,1500,5,0.85,7.465082736399547,0,0.0,Claude 3.6S
113,273,386,reasoning,1500,2,0.475,5.958424693029782,0,0.08,Claude 3.6S
285,326,611,qa,200,5,0.85,6.416732282512326,1,0.03,Gemini 3
233,365,598,chat,1500,2,0.475,6.395261598115449,0,0.0,Claude 3.6S
330,267,597,code,200,3,0.6,6.393590753950631,1,0.07,Gemini 3
360,276,636,qa,6000,3,0.6,6.456769655572163,0,0.03,Claude 3.6S
969,684,1653,reasoning,800,2,0.475,7.4109518755836366,0,0.08,Claude 3.6S
457,446,903,reasoning,3000,2,0.475,6.806829360392176,0,0.08,Claude 3.6S
284,321,605,qa,3000,2,0.475,6.406879986069314,0,0.03,Claude 3.6S
2741,930,3671,chat,3000,2,0.475,8.20849175174038,0,0.0,Claude 3.6S
1392,1034,2426,chat,800,3,0.6,7.794411205726601,0,0.0,Claude 3.6S
4146,2331,6477,code,1500,2,0.475,8.776167099731275,0,0.07,Claude 3.6S
257,105,362,code,400,4,0.725,5.8944028342648505,1,0.07,Claude 3.6S
113,97,210,writing,800,4,0.725,5.351858133476067,0,0.04,Claude 3.6S
317,193,510,code,1500,2,0.475,6.236369590203704,0,0.07,Claude 3.6S
486,333,819,qa,800,1,0.35,6.709304340258298,0,0.03,Claude 3.6S
272,210,482,reasoning,800,1,0.35,6.180016653652572,0,0.08,Claude 3.6S
757,329,1086,chat,800,1,0.35,6.99117688712121,0,0.0,Claude 3.6S
395,440,835,chat,800,5,0.85,6.728628613084702,0,0.0,Claude 3.6S
174,200,374,qa,3000,3,0.6,5.926926025970411,0,0.03,Claude 3.6S
953,591,1544,chat,200,1,0.35,7.3427791893318455,1,0.0,Gemini 3
104,248,352,qa,1500,2,0.475,5.8664680569332965,0,0.03,Claude 3.6S
341,298,639,reasoning,200,3,0.6,6.461468176353717,1,0.08,Gemini 3
2218,878,3096,code,3000,4,0.725,8.038189179973202,0,0.07,Claude 3.6S
168,159,327,reasoning,400,3,0.6,5.793013608384143,1,0.08,Claude 3.6S
554,340,894,writing,800,1,0.35,6.796823718274855,0,0.04,Claude 3.6S
465,287,752,code,1500,3,0.6,6.6240652277998935,0,0.07,Claude 3.6S
1985,1371,3356,chat,800,3,0.6,8.118802996980035,0,0.0,Claude 3.6S
2110,1623,3733,chat,800,1,0.35,8.225235324101668,0,0.0,Claude 3.6S
2133,1294,3427,writing,1500,1,0.35,8.13973227971767,0,0.04,Claude 3.6S
445,301,746,reasoning,800,3,0.6,6.616065185132817,0,0.08,Claude 3.6S
2369,1620,3989,reasoning,1500,2,0.475,8.29154650988391,0,0.08,Claude 3.6S
601,169,770,writing,3000,3,0.6,6.647688373563329,0,0.04,Claude 3.6S
239,254,493,reasoning,800,4,0.725,6.202535517187922,0,0.08,Claude 3.6S
498,454,952,writing,3000,3,0.6,6.859614903654202,0,0.04,Claude 3.6S
141,164,305,qa,800,3,0.6,5.723585101952381,0,0.03,Claude 3.6S
4312,1399,5711,reasoning,800,2,0.475,8.65032450401942,0,0.08,Claude 3.6S
3061,2061,5122,chat,1500,3,0.6,8.541495483939203,0,0.0,Claude 3.6S
468,418,886,writing,6000,3,0.6,6.787844982309579,0,0.04,Claude 3.6S
7814,3000,10814,reasoning,1500,2,0.475,9.288689338387158,0,0.08,Claude 3.6S
198,250,448,code,400,1,0.35,6.107022887742254,1,0.07,Claude 3.6S
634,460,1094,code,200,1,0.35,6.998509642250601,1,0.07,Gemini 3
243,117,360,chat,3000,2,0.475,5.8888779583328805,0,0.0,Claude 3.6S
9975,2742,12717,reasoning,800,4,0.725,9.450773591827353,0,0.08,Gemini 3
235,216,451,code,800,2,0.475,6.113682179832231,0,0.07,Claude 3.6S
250,160,410,qa,400,4,0.725,6.018593214496234,1,0.03,Claude 3.6S
569,316,885,chat,3000,3,0.6,6.786716950605081,0,0.0,Claude 3.6S
28,124,152,reasoning,1500,5,0.85,5.030437921392435,0,0.08,Gemini 3
459,282,741,writing,800,4,0.725,6.60934924316738,0,0.04,Claude 3.6S
352,448,800,code,800,2,0.475,6.685860947068359,0,0.07,Claude 3.6S
2379,1702,4081,writing,800,3,0.6,8.31434234336979,0,0.04,Claude 3.6S
1243,755,1998,qa,3000,3,0.6,7.6004023345004,0,0.03,Claude 3.6S
1707,538,2245,code,3000,3,0.6,7.716906135298388,0,0.07,Claude 3.6S
1154,908,2062,chat,1500,2,0.475,7.631916513071252,0,0.0,Claude 3.6S
2016,1641,3657,chat,400,4,0.725,8.204671828950811,1,0.0,Gemini 3
1818,927,2745,qa,3000,4,0.725,7.917900586327916,0,0.03,Claude 3.6S
1481,658,2139,writing,200,1,0.35,7.668561108015897,1,0.04,Gemini 3
2369,1564,3933,chat,3000,2,0.475,8.277411998949004,0,0.0,Claude 3.6S
148,309,457,writing,3000,2,0.475,6.1268691841141845,0,0.04,Claude 3.6S
264,270,534,code,1500,2,0.475,6.282266746896006,0,0.07,Claude 3.6S
1385,911,2296,code,1500,4,0.725,7.739359202689098,0,0.07,Claude 3.6S
300,206,506,chat,200,3,0.6,6.228511003591183,1,0.0,Gemini 3
3064,1266,4330,qa,3000,2,0.475,8.373553741214627,0,0.03,Claude 3.6S
1093,670,1763,reasoning,3000,2,0.475,7.475339236566736,0,0.08,Claude 3.6S
386,468,854,chat,1500,2,0.475,6.75110146893676,0,0.0,Claude 3.6S
5246,3000,8246,code,800,2,0.475,9.017604776833355,0,0.07,Claude 3.6S
221,213,434,code,800,1,0.35,6.075346031088684,0,0.07,Claude 3.6S
1380,626,2006,writing,800,1,0.35,7.604396348796338,0,0.04,Claude 3.6S
60,57,117,code,200,3,0.6,4.770684624465664,1,0.07,Gemini 3
8298,3000,11298,chat,400,2,0.475,9.332469505209247,1,0.0,Gemini 3
845,384,1229,writing,200,3,0.6,7.114769448366463,1,0.04,Gemini 3
2034,579,2613,reasoning,6000,1,0.35,7.868636894184167,0,0.08,Claude 3.6S
240,194,434,qa,1500,4,0.725,6.075346031088684,0,0.03,Claude 3.6S
1068,671,1739,writing,800,1,0.35,7.461640392208574,0,0.04,Claude 3.6S
2474,626,3100,writing,3000,1,0.35,8.03947991910045,0,0.04,Claude 3.6S
1801,510,2311,reasoning,800,3,0.6,7.745868229792268,0,0.08,Claude 3.6S
7114,3000,10114,writing,1500,4,0.725,9.221774749601845,0,0.04,Claude 3.6S
485,351,836,chat,3000,2,0.475,6.729824070489475,0,0.0,Claude 3.6S
372,465,837,writing,1500,1,0.35,6.731018100482083,0,0.04,Claude 3.6S
2422,545,2967,code,800,2,0.475,7.995643604287271,0,0.07,Claude 3.6S
1492,877,2369,code,1500,2,0.475,7.7706452341291765,0,0.07,Claude 3.6S
39,153,192,qa,1500,3,0.6,5.262690188904886,0,0.03,Claude 3.6S
1803,974,2777,qa,3000,1,0.35,7.929486523314289,0,0.03,Claude 3.6S
349,167,516,chat,200,3,0.6,6.248042874508429,1,0.0,Gemini 3
1192,984,2176,reasoning,400,3,0.6,7.685703061234547,1,0.08,Gemini 3
1337,939,2276,qa,1500,4,0.725,7.7306140660637395,0,0.03,Claude 3.6S
429,370,799,code,1500,2,0.475,6.684611727667927,0,0.07,Claude 3.6S
1933,564,2497,writing,1500,3,0.6,7.823245690685523,0,0.04,Claude 3.6S
315,301,616,writing,3000,2,0.475,6.424869023905387,0,0.04,Claude 3.6S
7323,3000,10323,chat,200,1,0.35,9.242226560838505,1,0.0,Gemini 3
188,244,432,writing,800,3,0.6,6.07073772800249,0,0.04,Claude 3.6S
348,190,538,writing,400,4,0.725,6.289715570908997,1,0.04,Claude 3.6S
915,733,1648,qa,1500,3,0.6,7.407924322559599,0,0.03,Claude 3.6S
1466,1029,2495,chat,800,2,0.475,7.822444729489318,0,0.0,Claude 3.6S
1291,341,1632,chat,1500,5,0.85,7.398174092970465,0,0.0,Claude 3.6S
216,308,524,writing,800,5,0.85,6.263398262591624,0,0.04,Claude 3.6S
1976,499,2475,chat,400,2,0.475,7.814399633804486,1,0.0,Gemini 3
1379,887,2266,writing,1500,2,0.475,7.726212650507529,0,0.04,Claude 3.6S
7267,3000,10267,chat,1500,2,0.475,9.236787541991031,0,0.0,Claude 3.6S
381,263,644,code,1500,4,0.725,6.4692503167957724,0,0.07,Claude 3.6S
130,255,385,chat,3000,3,0.6,5.955837369464831,0,0.0,Claude 3.6S
1921,726,2647,code,400,2,0.475,7.881559917056898,1,0.07,Gemini 3
962,638,1600,writing,3000,3,0.6,7.3783837129967145,0,0.04,Claude 3.6S
67,268,335,chat,1500,1,0.35,5.817111159963204,0,0.0,Claude 3.6S
1189,431,1620,reasoning,400,3,0.6,7.390798521735676,1,0.08,Gemini 3
431,265,696,reasoning,3000,3,0.6,6.546785410760524,0,0.08,Claude 3.6S
460,250,710,qa,800,1,0.35,6.566672429803241,0,0.03,Claude 3.6S
1920,1072,2992,qa,400,3,0.6,8.004031507852698,1,0.03,Gemini 3
369,169,538,code,200,3,0.6,6.289715570908997,1,0.07,Gemini 3
302,345,647,chat,800,5,0.85,6.473890696352274,0,0.0,Claude 3.6S
1745,1201,2946,chat,200,4,0.725,7.988542982737695,1,0.0,Gemini 3
760,730,1490,code,800,4,0.725,7.307202314764738,0,0.07,Claude 3.6S
2040,1433,3473,writing,400,1,0.35,8.15306194680105,1,0.04,Gemini 3
1707,580,2287,writing,3000,1,0.35,7.7354333524996886,0,0.04,Claude 3.6S
447,284,731,chat,6000,4,0.725,6.595780513961311,0,0.0,Claude 3.6S
2356,786,3142,reasoning,1500,3,0.6,8.052933036797567,0,0.08,Claude 3.6S
2199,839,3038,writing,800,4,0.725,8.019283792916793,0,0.04,Claude 3.6S
2114,859,2973,chat,200,4,0.725,7.9976631270201,1,0.0,Gemini 3
2168,1086,3254,code,800,1,0.35,8.08794755464267,0,0.07,Claude 3.6S
244,291,535,chat,1500,3,0.6,6.284134161070802,0,0.0,Claude 3.6S
1923,914,2837,chat,1500,4,0.725,7.950854857719988,0,0.0,Claude 3.6S
207,80,287,qa,1500,4,0.725,5.662960480135946,0,0.03,Claude 3.6S
2485,1430,3915,code,3000,3,0.6,8.272826003650401,0,0.07,Claude 3.6S
435,228,663,chat,400,1,0.35,6.498282149476434,1,0.0,Claude 3.6S
449,242,691,reasoning,6000,1,0.35,6.539585955617669,0,0.08,Claude 3.6S
834,544,1378,code,6000,3,0.6,7.229113877793302,0,0.07,Claude 3.6S
2158,612,2770,code,200,3,0.6,7.9269635448629785,1,0.07,Gemini 3
29,218,247,chat,1500,1,0.35,5.513428746164982,0,0.0,Claude 3.6S
1759,477,2236,code,1500,2,0.475,7.712890961490129,0,0.07,Claude 3.6S
225,250,475,qa,3000,1,0.35,6.1654178542314195,0,0.03,Claude 3.6S
1309,540,1849,qa,1500,1,0.35,7.52294091807237,0,0.03,Claude 3.6S
2351,1690,4041,writing,200,2,0.475,8.304494897963567,1,0.04,Gemini 3
175,270,445,qa,1500,1,0.35,6.100318952020064,0,0.03,Claude 3.6S
711,324,1035,chat,200,2,0.475,6.943122422819428,1,0.0,Gemini 3
314,284,598,code,3000,1,0.35,6.395261598115449,0,0.07,Claude 3.6S
139,174,313,code,1500,3,0.6,5.749392985908253,0,0.07,Claude 3.6S
2100,741,2841,writing,3000,5,0.85,7.952263308657046,0,0.04,Claude 3.6S
921,675,1596,code,200,5,0.85,7.3758821482150125,1,0.07,Gemini 3
1856,1123,2979,chat,3000,1,0.35,7.99967857949945,0,0.0,Claude 3.6S
1804,370,2174,chat,3000,2,0.475,7.684783943522784,0,0.0,Claude 3.6S
1250,874,2124,qa,1500,2,0.475,7.661527081358517,0,0.03,Claude 3.6S
2483,1555,4038,chat,6000,3,0.6,8.303752415563412,0,0.0,Claude 3.6S
263,236,499,reasoning,3000,2,0.475,6.214608098422191,0,0.08,Claude 3.6S
340,137,477,qa,1500,2,0.475,6.1696107324914555,0,0.03,Claude 3.6S
410,286,696,writing,400,1,0.35,6.546785410760524,1,0.04,Claude 3.6S
145,236,381,writing,1500,3,0.6,5.945420608606575,0,0.04,Claude 3.6S
287,230,517,chat,3000,4,0.725,6.249975242259483,0,0.0,Claude 3.6S
3204,1991,5195,qa,3000,2,0.475,8.55564437779049,0,0.03,Claude 3.6S
32,191,223,code,800,3,0.6,5.4116460518550396,0,0.07,Claude 3.6S
159,163,322,reasoning,3000,4,0.725,5.777652323222656,0,0.08,Claude 3.6S
454,355,809,qa,400,3,0.6,6.697034247666484,1,0.03,Claude 3.6S
1285,631,1916,reasoning,200,3,0.6,7.558516743045645,1,0.08,Gemini 3
7991,3000,10991,qa,3000,2,0.475,9.30492301446213,0,0.03,Claude 3.6S
1130,694,1824,chat,1500,2,0.475,7.509335266016592,0,0.0,Claude 3.6S
365,337,702,chat,800,2,0.475,6.555356891810665,0,0.0,Claude 3.6S
102,221,323,code,6000,3,0.6,5.780743515792329,0,0.07,Claude 3.6S
508,277,785,qa,200,3,0.6,6.666956792429207,1,0.03,Gemini 3
270,307,577,qa,1500,4,0.725,6.359573868672377,0,0.03,Claude 3.6S
1231,423,1654,chat,400,5,0.85,7.411556287811163,1,0.0,Gemini 3
223,211,434,writing,800,1,0.35,6.075346031088684,0,0.04,Claude 3.6S
917,833,1750,writing,400,2,0.475,7.467942332285851,1,0.04,Gemini 3
341,238,579,chat,200,1,0.35,6.363028103540465,1,0.0,Gemini 3
102,281,383,chat,800,2,0.475,5.950642552587727,0,0.0,Claude 3.6S
227,197,424,reasoning,800,2,0.475,6.052089168924416,0,0.08,Claude 3.6S
373,430,803,chat,1500,4,0.725,6.6895992691789665,0,0.0,Claude 3.6S
916,539,1455,reasoning,1500,2,0.475,7.283448228756631,0,0.08,Claude 3.6S
534,328,862,chat,3000,2,0.475,6.760414691083428,0,0.0,Claude 3.6S
61,205,266,writing,800,1,0.35,5.58724865840025,0,0.04,Claude 3.6S
2414,1671,4085,qa,800,3,0.6,8.315321775377567,0,0.03,Claude 3.6S
263,237,500,qa,400,3,0.6,6.2166061010848646,1,0.03,Claude 3.6S
482,192,674,qa,400,3,0.6,6.514712690872529,1,0.03,Claude 3.6S
1205,574,1779,writing,200,3,0.6,7.484368643286131,1,0.04,Gemini 3
184,274,458,qa,1500,4,0.725,6.129050210060545,0,0.03,Claude 3.6S
281,284,565,qa,3000,2,0.475,6.338594078203183,0,0.03,Claude 3.6S
1228,312,1540,reasoning,1500,3,0.6,7.340186835320115,0,0.08,Claude 3.6S
1311,823,2134,code,800,3,0.6,7.666221925662724,0,0.07,Claude 3.6S
478,183,661,writing,200,3,0.6,6.495265555937008,1,0.04,Gemini 3
1053,697,1750,qa,800,3,0.6,7.467942332285851,0,0.03,Claude 3.6S
1093,468,1561,qa,800,2,0.475,7.353722330399631,0,0.03,Claude 3.6S
106,271,377,chat,3000,4,0.725,5.934894195619588,0,0.0,Claude 3.6S
293,231,524,chat,800,5,0.85,6.263398262591624,0,0.0,Claude 3.6S
2281,638,2919,code,1500,2,0.475,7.979338895262327,0,0.07,Claude 3.6S
458,250,708,code,3000,3,0.6,6.5638555265321274,0,0.07,Claude 3.6S
596,436,1032,code,1500,3,0.6,6.940222469119639,0,0.07,Claude 3.6S
345,444,789,writing,400,1,0.35,6.672032945461067,1,0.04,Claude 3.6S
2181,819,3000,qa,800,2,0.475,8.006700845440367,0,0.03,Claude 3.6S
119,86,205,code,3000,2,0.475,5.327876168789581,0,0.07,Claude 3.6S
450,462,912,qa,200,4,0.725,6.816735880594968,1,0.03,Gemini 3
1290,276,1566,reasoning,800,3,0.6,7.356918242356021,0,0.08,Claude 3.6S
1876,1171,3047,qa,800,2,0.475,8.022240916806537,0,0.03,Claude 3.6S
392,251,643,chat,800,2,0.475,6.467698726104353,0,0.0,Claude 3.6S
5010,2418,7428,qa,1500,1,0.35,8.913146539151805,0,0.03,Claude 3.6S
101,90,191,reasoning,1500,2,0.475,5.2574953720277815,0,0.08,Claude 3.6S
91,207,298,qa,1500,1,0.35,5.700443573390686,0,0.03,Claude 3.6S
217,275,492,chat,400,3,0.6,6.20050917404269,1,0.0,Claude 3.6S
128,194,322,chat,3000,3,0.6,5.777652323222656,0,0.0,Claude 3.6S
246,208,454,writing,400,1,0.35,6.12029741895095,1,0.04,Claude 3.6S
1799,843,2642,code,1500,3,0.6,7.879669914604289,0,0.07,Claude 3.6S
1827,1035,2862,chat,6000,1,0.35,7.959625305098115,0,0.0,Claude 3.6S
33,142,175,chat,1500,3,0.6,5.170483995038151,0,0.0,Claude 3.6S
461,163,624,chat,3000,2,0.475,6.437751649736401,0,0.0,Claude 3.6S
265,411,676,reasoning,800,2,0.475,6.517671272912275,0,0.08,Claude 3.6S
1617,1149,2766,qa,200,4,0.725,7.925518979786926,1,0.03,Gemini 3
39,134,173,reasoning,800,2,0.475,5.159055299214529,0,0.08,Claude 3.6S
3625,1777,5402,code,1500,5,0.85,8.594709633844065,0,0.07,Gemini 3
881,771,1652,qa,1500,3,0.6,7.410347097821024,0,0.03,Claude 3.6S
709,361,1070,reasoning,200,1,0.35,6.976348070447749,1,0.08,Gemini 3
1609,1207,2816,writing,400,4,0.725,7.943427767876372,1,0.04,Gemini 3
1142,454,1596,chat,6000,1,0.35,7.3758821482150125,0,0.0,Claude 3.6S
236,295,531,reasoning,800,4,0.725,6.2766434893416445,0,0.08,Claude 3.6S
47,201,248,code,6000,1,0.35,5.517452896464707,0,0.07,Claude 3.6S
310,366,676,chat,3000,5,0.85,6.517671272912275,0,0.0,Claude 3.6S
103,164,267,chat,800,1,0.35,5.5909869805108565,0,0.0,Claude 3.6S
112,254,366,chat,400,3,0.6,5.90536184805457,1,0.0,Claude 3.6S
321,97,418,code,400,2,0.475,6.037870919922137,1,0.07,Claude 3.6S
1084,394,1478,qa,1500,2,0.475,7.2991214627108,0,0.03,Claude 3.6S
250,261,511,writing,800,1,0.35,6.238324625039508,0,0.04,Claude 3.6S
153,220,373,chat,800,2,0.475,5.924255797414531,0,0.0,Claude 3.6S
136,296,432,reasoning,200,4,0.725,6.07073772800249,1,0.08,Gemini 3
116,190,306,qa,800,2,0.475,5.726847747587197,0,0.03,Claude 3.6S
2659,1238,3897,chat,1500,1,0.35,8.268218880067506,0,0.0,Claude 3.6S
347,366,713,chat,200,1,0.35,6.570882962339584,1,0.0,Gemini 3
352,170,522,qa,800,2,0.475,6.259581464064922,0,0.03,Claude 3.6S
23,153,176,writing,3000,2,0.475,5.176149732573829,0,0.04,Claude 3.6S
300,257,557,code,1500,3,0.6,6.324358962381311,0,0.07,Claude 3.6S
449,267,716,writing,400,2,0.475,6.57507584059962,1,0.04,Claude 3.6S
285,297,582,reasoning,800,3,0.6,6.368187186350492,0,0.08,Claude 3.6S
279,342,621,chat,1500,4,0.725,6.432940092739179,0,0.0,Claude 3.6S
36,130,166,writing,3000,3,0.6,5.1179938124167546,0,0.04,Claude 3.6S
995,621,1616,qa,200,2,0.475,7.388327859577107,1,0.03,Gemini 3
229,269,498,chat,3000,1,0.35,6.212606095751519,0,0.0,Claude 3.6S
1743,1283,3026,writing,800,4,0.725,8.015327309021718,0,0.04,Claude 3.6S
84,44,128,chat,200,3,0.6,4.859812404361672,1,0.0,Gemini 3
100,135,235,chat,3000,2,0.475,5.46383180502561,0,0.0,Claude 3.6S
542,432,974,writing,1500,1,0.35,6.882437470997847,0,0.04,Claude 3.6S
23,245,268,chat,800,4,0.725,5.594711379601839,0,0.0,Claude 3.6S
5706,1115,6821,writing,200,3,0.6,8.82790796297859,1,0.04,Gemini 3
1761,765,2526,writing,3000,2,0.475,7.834788107388194,0,0.04,Claude 3.6S
898,443,1341,qa,400,3,0.6,7.2019163175316265,1,0.03,Gemini 3
196,138,334,writing,800,5,0.85,5.814130531825066,0,0.04,Claude 3.6S
1140,862,2002,chat,800,2,0.475,7.602401335665818,0,0.0,Claude 3.6S
939,591,1530,reasoning,1500,5,0.85,7.333676395657683,0,0.08,Gemini 3
1070,493,1563,code,800,4,0.725,7.355001921105256,0,0.07,Claude 3.6S
439,314,753,qa,400,2,0.475,6.625392368007956,1,0.03,Claude 3.6S
8948,2325,11273,reasoning,3000,2,0.475,9.33025446864152,0,0.08,Claude 3.6S
1360,890,2250,writing,200,2,0.475,7.719129840906732,1,0.04,Gemini 3
82,227,309,qa,400,1,0.35,5.736572297479192,1,0.03,Claude 3.6S
31,49,80,writing,1500,5,0.85,4.394449154672438,0,0.04,Claude 3.6S
163,306,469,chat,6000,3,0.6,6.152732694704104,0,0.0,Claude 3.6S
2246,435,2681,chat,1500,2,0.475,7.894318063841624,0,0.0,Claude 3.6S
7782,3000,10782,writing,3000,4,0.725,9.285726098882073,0,0.04,Claude 3.6S
7165,3000,10165,chat,1500,1,0.35,9.226804098006847,0,0.0,Claude 3.6S
2050,670,2720,code,400,2,0.475,7.908754738783246,1,0.07,Gemini 3
1270,443,1713,writing,200,3,0.6,7.4465850991577245,1,0.04,Gemini 3
2397,1174,3571,writing,200,1,0.35,8.180880941996389,1,0.04,Gemini 3
2466,1370,3836,reasoning,200,2,0.475,8.252446090246952,1,0.08,Gemini 3
5354,3000,8354,chat,3000,1,0.35,9.030615441029493,0,0.0,Claude 3.6S
1721,1338,3059,reasoning,1500,2,0.475,8.026170194946426,0,0.08,Claude 3.6S
336,274,610,code,800,2,0.475,6.415096959171595,0,0.07,Claude 3.6S
2136,806,2942,chat,3000,3,0.6,7.987184748233473,0,0.0,Claude 3.6S
312,243,555,writing,1500,4,0.725,6.320768294250582,0,0.04,Claude 3.6S
1463,934,2397,chat,1500,2,0.475,7.7823903355874595,0,0.0,Claude 3.6S
2130,1658,3788,chat,200,2,0.475,8.239857411018601,1,0.0,Gemini 3
428,138,566,writing,1500,3,0.6,6.340359303727752,0,0.04,Claude 3.6S
1366,992,2358,qa,800,2,0.475,7.765993079407675,0,0.03,Claude 3.6S
2461,881,3342,chat,400,2,0.475,8.114623886420098,1,0.0,Gemini 3
134,224,358,chat,800,2,0.475,5.883322388488279,0,0.0,Claude 3.6S
367,276,643,reasoning,200,4,0.725,6.467698726104353,1,0.08,Gemini 3
71,103,174,qa,3000,2,0.475,5.164785973923514,0,0.03,Claude 3.6S
158,183,341,qa,800,2,0.475,5.834810737062605,0,0.03,Claude 3.6S
66,157,223,reasoning,1500,5,0.85,5.4116460518550396,0,0.08,Gemini 3
270,348,618,reasoning,6000,4,0.725,6.428105272684596,0,0.08,Claude 3.6S
8706,3000,11706,writing,800,3,0.6,9.367942232479672,0,0.04,Gemini 3
373,397,770,qa,400,5,0.85,6.647688373563329,1,0.03,Claude 3.6S
2288,1186,3474,chat,1500,1,0.35,8.153349757998892,0,0.0,Claude 3.6S
1231,500,1731,qa,200,2,0.475,7.4570320891223805,1,0.03,Gemini 3
651,368,1019,chat,400,2,0.475,6.927557906278317,1,0.0,Gemini 3
260,142,402,code,1500,1,0.35,5.998936561946683,0,0.07,Claude 3.6S
417,425,842,qa,400,1,0.35,6.736966958001855,1,0.03,Claude 3.6S
1661,1015,2676,writing,6000,3,0.6,7.892452043520352,0,0.04,Claude 3.6S
117,204,321,reasoning,3000,4,0.725,5.7745515455444085,0,0.08,Claude 3.6S
158,264,422,chat,400,4,0.725,6.0473721790462776,1,0.0,Claude 3.6S
1257,697,1954,code,3000,1,0.35,7.5781454724194655,0,0.07,Claude 3.6S
1924,743,2667,chat,1500,2,0.475,7.889084407035514,0,0.0,Claude 3.6S
193,220,413,code,3000,4,0.725,6.025865973825314,0,0.07,Claude 3.6S
365,178,543,writing,3000,2,0.475,6.298949246855942,0,0.04,Claude 3.6S
7430,1198,8628,qa,3000,3,0.6,9.062883902508307,0,0.03,Claude 3.6S
387,270,657,chat,800,4,0.725,6.489204931325317,0,0.0,Claude 3.6S
1648,933,2581,qa,400,2,0.475,7.856319571406588,1,0.03,Gemini 3
163,138,301,writing,800,1,0.35,5.71042701737487,0,0.04,Claude 3.6S
1081,816,1897,chat,1500,3,0.6,7.548555979169873,0,0.0,Claude 3.6S
320,429,749,chat,200,3,0.6,6.620073206530356,1,0.0,Gemini 3
1294,507,1801,chat,3000,4,0.725,7.496652438168283,0,0.0,Claude 3.6S
207,177,384,qa,3000,1,0.35,5.953243334287784,0,0.03,Claude 3.6S
921,326,1247,chat,800,3,0.6,7.129297548929372,0,0.0,Claude 3.6S
1652,644,2296,code,1500,4,0.725,7.739359202689098,0,0.07,Claude 3.6S
312,367,679,qa,1500,3,0.6,6.522092798170152,0,0.03,Claude 3.6S
214,307,521,reasoning,400,1,0.35,6.257667587882638,1,0.08,Claude 3.6S
2240,1153,3393,chat,800,2,0.475,8.129764445794171,0,0.0,Claude 3.6S
1680,861,2541,writing,800,4,0.725,7.840706451749399,0,0.04,Claude 3.6S
468,358,826,reasoning,800,2,0.475,6.717804695023691,0,0.08,Claude 3.6S
987,312,1299,chat,400,2,0.475,7.170119543449628,1,0.0,Gemini 3
364,229,593,qa,1500,5,0.85,6.386879319362644,0,0.03,Claude 3.6S
1426,918,2344,qa,200,4,0.725,7.76004068088038,1,0.03,Gemini 3
298,365,663,reasoning,200,3,0.6,6.498282149476434,1,0.08,Gemini 3
2081,784,2865,reasoning,800,1,0.35,7.9606726083881165,0,0.08,Claude 3.6S
1160,841,2001,qa,3000,5,0.85,7.601901959875166,0,0.03,Claude 3.6S
538,441,979,qa,200,3,0.6,6.887552571664617,1,0.03,Gemini 3
291,80,371,code,6000,1,0.35,5.918893854273146,0,0.07,Claude 3.6S
1042,695,1737,qa,1500,1,0.35,7.460490305825337,0,0.03,Claude 3.6S
1546,801,2347,code,1500,2,0.475,7.761319180947987,0,0.07,Claude 3.6S
309,244,553,code,1500,2,0.475,6.317164686747284,0,0.07,Claude 3.6S
468,483,951,qa,1500,2,0.475,6.858565034791365,0,0.03,Claude 3.6S
9370,3000,12370,qa,1500,2,0.475,9.423110302862831,0,0.03,Claude 3.6S
783,277,1060,code,400,1,0.35,6.966967138613983,1,0.07,Gemini 3
267,166,433,reasoning,1500,3,0.6,6.073044534100404,0,0.08,Claude 3.6S
1674,643,2317,qa,400,2,0.475,7.748460023899697,1,0.03,Gemini 3
453,385,838,chat,3000,1,0.35,6.732210706467206,0,0.0,Claude 3.6S
266,339,605,writing,800,2,0.475,6.406879986069314,0,0.04,Claude 3.6S
2027,1391,3418,reasoning,800,2,0.475,8.1371033896393,0,0.08,Claude 3.6S
165,66,231,code,6000,4,0.725,5.44673737166631,0,0.07,Claude 3.6S
311,212,523,qa,400,1,0.35,6.261491684321042,1,0.03,Claude 3.6S
345,294,639,qa,1500,4,0.725,6.461468176353717,0,0.03,Claude 3.6S
172,134,306,writing,3000,1,0.35,5.726847747587197,0,0.04,Claude 3.6S
184,324,508,writing,400,2,0.475,6.2324480165505225,1,0.04,Claude 3.6S
380,312,692,qa,3000,5,0.85,6.541029999189903,0,0.03,Claude 3.6S
218,254,472,chat,1500,3,0.6,6.159095388491933,0,0.0,Claude 3.6S
354,356,710,code,400,5,0.85,6.566672429803241,1,0.07,Claude 3.6S
71,46,117,qa,1500,5,0.85,4.770684624465664,0,0.03,Claude 3.6S
439,214,653,chat,400,3,0.6,6.483107351457199,1,0.0,Claude 3.6S
1635,530,2165,qa,3000,1,0.35,7.680637427560936,0,0.03,Claude 3.6S
8392,3000,11392,reasoning,800,1,0.35,9.340754410698116,0,0.08,Gemini 3
458,376,834,qa,800,1,0.35,6.727431724850855,0,0.03,Claude 3.6S
2355,764,3119,writing,200,1,0.35,8.045588280803528,1,0.04,Gemini 3
